id,book,chapter,level,type,question_text,explanation,notes
3c319970-f000-4353-b0de-d0e25c6c77ee,tawheed,🌳 التبرك,medium,tf,"يجوز التبرك بزيارة قبور الصالحين ودعائهم.","دعاء الأموات شرك أكبر.",""
3dab6f57-2460-41c7-b8f3-7067eff967b3,tawheed,🌿 الاستعانة والتوسل,easy,mc,"الاستعانة الشركية هي:","الاستعانة بغير الله فيما لا يقدر عليه إلا الله شرك أكبر.",""
3cedf36e-e899-4336-be8f-e6f4a279cdaa,tawheed,🌿 الاستعانة والتوسل,medium,mc,"كيف توسل أصحاب الغار بصالح أعمالهم؟","توسلوا إلى الله بأعمالهم الصالحة كبر الوالدين والعفاف.",""
34f0da6e-4ab8-4721-b1eb-1105c59d76f2,tawheed,🌿 الاستعانة والتوسل,hard,mc,"ما حكم التوسل بجاه النبي ﷺ؟","التوسل بالجاه لم يرد عن السلف، وهو ذريعة إلى الشرك.",""
3c25460f-3ac5-43d1-9aec-fc24349f558d,tawheed,🌿 التوكل والاستعانة,medium,mc,"ما معنى قوله ﷺ: احرص على ما ينفعك واستعن بالله ولا تعجز؟","الحديث يأمر بالحرص على الخير وفعل الأسباب مع الاستعانة بالله.",""
dcdd2714-5e35-4b4c-811d-feaab1306cfd,tawheed,🏆 تحقيق التوحيد,medium,mc,"كم عدد الذين يدخلون الجنة بغير حساب؟","سبعون ألفاً مع كل ألف سبعون ألفاً.",""
fffea01c-4f20-4dda-b6f3-866b7de378ba,tawheed,🏆 تحقيق التوحيد,medium,mc,"ما الذي يجعل العبد من السبعين ألفاً الذين يدخلون الجنة بغير حساب؟","الحديث دل على أن من حقق التوحيد وتوكل على الله كان من السبعين ألفاً.",""
4bf4fd9c-e6d5-4550-b476-2f86353dd123,tawheed,🏮 الطاغوت,medium,tf,"الحاكم بغير ما أنزل الله قد يكون طاغوتاً.","إذا حكم بغير ما أنزل الله مستحلاً لذلك فهو طاغوت.",""
39a35c94-3034-43c9-bcc0-3032b1b01381,tawheed,🏮 الطاغوت,medium,mc,"ما الركنان الأساسيان في التوحيد المستفادان من كلمة التوحيد؟","قال تعالى: (فمن يكفر بالطاغوت ويؤمن بالله فقد استمسك بالعروة الوثقى).",""
40fd1b0a-b12e-4b92-9958-5241f6df5912,tawheed,🏮 الطاغوت,easy,mc,"ما هو الطاغوت؟","الطاغوت: مشتق من الطغيان، فكل ما عُبد من دون الله وهو راضٍ بالعبادة فهو طاغوت.",""
98e27a6b-d241-4d3c-a1a6-bab114689db0,tawheed,🏮 الطاغوت,easy,mc,"من هو رأس الطواغيت؟","إبليس هو رأس الطواغيت، لأنه أول من دعا إلى عبادة غير الله.",""
7c7275f1-4261-442c-aeeb-92c41a5ffcb9,tawheed,🐑 الذبح,hard,tf,"الذبح لله في مكان يُذبح فيه لغير الله جائز مطلقاً.","لا يجوز إذا كان المكان عيداً للمشركين.",""
fcbcf713-b692-4fbf-a3e4-097b3dcb5320,tawheed,🐑 الذبح,easy,mc,"ما حكم الذبح لغير الله (كالأضرحة أو الجن)؟","الذبح عبادة لا تصرف إلا لله، وصرفها لغير الله شرك أكبر.",""
df5108ef-c680-4871-90b4-f87d718b4d57,tawheed,🐑 الذبح,medium,mc,"ما حكم الذبح لله في مكان كان يُذبح فيه لغير الله سابقاً؟","النبي ﷺ أذن للرجل بالوفاء بنذره بعد أن سأله: هل كان فيها وثن يعبد أو عيد لهم؟",""
2dde27a6-9bcf-4813-bdcd-7f7ab454c272,tawheed,🐦 التطير,medium,tf,"التشاؤم بالأيام والأرقام من التطير.","والطيرة شرك.",""
6e55abe0-45c5-4cb2-a74a-6f97e74dbd6f,tawheed,🐦 التطير,medium,mc,"لماذا اعتُبر التطير شركاً؟","التطير شرك لأنه اعتقاد أن ما يُتشاءم به يجلب الضر.",""
288554fc-7b6d-4532-b1a7-018cb647e5e2,tawheed,👁️ الرياء,medium,mc,"ما الفرق بين الرياء والسمعة؟","الرياء: إظهار العبادة ليُرى، والسمعة: التحدث بها ليُسمع.",""
a0843318-ca13-4eb8-8738-14b57dcb6919,tawheed,👁️ الرياء,hard,mc,"ما صفات المرائين كما ورد في القرآن؟","وصف الله المنافقين بأنهم يراؤون الناس في صلاتهم وعبادتهم.",""
7be4404c-a2ed-4095-b440-c88f49d56a10,tawheed,💙 الخوف والرجاء,easy,mc,"الخوف الذي يُصرف لله وحده هو:","الخوف الطبيعي جائز، أما الخوف التعبدي الذي يُصرف لغير الله فهو شرك.",""
2556dfe6-ba39-4492-84b3-e2f47a8c7162,tawheed,💙 الخوف والرجاء,medium,tf,"الخوف من الله عبادة فلا يجوز صرفه لغيره.","الخوف التعبدي لا يصرف إلا لله.",""
ff421e92-583f-4f6e-9c2c-2d6437826ead,tawheed,💙 الخوف والرجاء,medium,mc,"لماذا لا يجوز الأمن من مكر الله؟","الأمن من مكر الله من الكبائر.",""
40bc29cf-0f21-4126-a200-85f313d0c18a,tawheed,📖 أسماء الله,hard,tf,"مذهب السلف في أسماء الله وصفاته هو التأويل.","مذهب السلف إمرارها كما جاءت.",""
0b1422bb-6481-49a0-aef1-b939c2d5974b,tawheed,📖 أسماء الله وصفاته,hard,mc,"أنواع التوحيد الثلاثة هي:","التوحيد ثلاثة أنواع: الربوبية، الألوهية، الأسماء والصفات.",""
42e93943-2605-4da9-80a5-b627eaf71cbe,tawheed,📖 أسماء الله وصفاته,medium,mc,"ما الفرق بين توحيد الربوبية وتوحيد الألوهية؟","الربوبية: الخلق والتدبير، والألوهية: العبادة.",""
8f0b87fc-a2fc-4a90-9dbd-7b333fc1f919,tawheed,📖 أسماء الله وصفاته,hard,mc,"ما معنى الإلحاد في أسماء الله؟","الإلحاد في أسماء الله: الميل بها عن الحق.",""
3eceeead-10fc-43d9-8d95-773316ea05e3,tawheed,📖 الاستسقاء,hard,mc,"حكم نسبة المطر إلى الأنواء:","نسبة المطر إلى النجم شرك.",""
e4f11a98-c645-4925-928b-ca8c3de9bd02,tawheed,📖 الشفاعة,medium,mc,"الشفاعة التي نفاها القرآن هي:","الشفاعة التي فيها شرك منتفية يوم القيامة.",""
b6c16560-bb78-4da3-acd3-ff7913c0f63c,tawheed,📖 الشفاعة,hard,tf,"الشفاعة لا تكون إلا لأهل التوحيد.","وأخبر النبي ﷺ أنها لا تكون إلا لأهل الإخلاص.",""
a4a25e9a-3c4f-4533-8680-0c6c87f411f2,tawheed,📖 القدر,hard,tf,"الإيمان بالقدر واجب.","وتؤمن بالقدر خيره وشره.",""
30e67e81-85f8-44e0-abee-f4c482fa9a03,tawheed,📖 المصورين,medium,mc,"ما حكم تصوير ذوات الأرواح؟","أشد الناس عذاباً يوم القيامة المصورون.",""
5aeee9f3-c1a0-44e9-a85e-f26691ac1502,tawheed,📖 لماذا خُلقنا,easy,tf,"خلق الله الجن والإنس للتجارة والبناء.","بل خلقهم لعبادته.",""
6dea92e9-ae29-4fda-bbf1-55f3b0f2ac90,tawheed,📖 لماذا خُلقنا,easy,mc,"لماذا خلق الله الجن والإنس؟","قال الله تعالى: (وما خلقت الجن والإنس إلا ليعبدون) - الذاريات:56.",""
7b78ac3b-81f5-4337-b0b1-465be18514d2,tawheed,📖 لماذا خُلقنا,easy,mc,"ما الحكمة من خلق الجن والإنس؟","الحكم الصحيح هو «عبادة الله وحده»، كما قرّره النصّ الشرعيّ في الباب.",""
cabe3338-0c2a-4919-8fda-3ff1f5683271,tawheed,📖 لماذا خُلقنا,easy,mc,"ما معنى الجن في قوله: (وما خلقت الجن والإنس إلا ليعبدون)؟","الجن: عالم عظيم مكلفون مثل الإنس، لكننا لا نراهم.",""
d35a21fe-c724-4e4d-bff1-99ef92c462ee,tawheed,📚 أسئلة تفصيلية,hard,mc,"""الأصنام"" جمع صنم، وهو:","«ما كان منحوتاً على صورة بشر أو حيوان» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
747c8aba-bc56-441b-8a6f-bdbcb833f28c,tawheed,📚 أسئلة تفصيلية,hard,mc,"الذين يدخلون الجنة بغير حساب من صفاتهم أنهم:","«لا يسترقون ولا يكتوون ولا يتطيرون وعلى ربهم يتوكلون» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
a5568f3d-1101-47a7-8b0d-641127f5e1b3,tawheed,📚 أسئلة تفصيلية,hard,mc,"الصحابي الذي قال له النبي ﷺ ""أنت منهم"" في حديث السبعين ألفاً هو:","«عكاشة بن محصن» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
56d84e5c-b1b8-4f05-b1f1-3c73e0ff1e31,tawheed,📚 أسئلة تفصيلية,hard,mc,"المراد بـ ""الصراط"" في قوله ""وأن هذا صراطي مستقيماً"" هو:","«كتاب الله وسنة رسوله لأنهما طريق إلى الجنة» هو الموضع الصحيح الذي استدلّ به المؤلّف في هذا الموطن.","شرح عام"
9550463c-0568-4a02-aff3-fb26608c812e,tawheed,📚 أسئلة تفصيلية,hard,mc,"المراد بـ ""الطاغوت"" المشتق من الطغيان هو:","«مجاوزة الحد، وكل ما عُبد من دون الله وهو راضٍ» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
1b9766d1-9a5b-4a94-b14e-3d25da5ed64d,tawheed,📚 أسئلة تفصيلية,hard,mc,"المراد بـ ""الظلم"" في قوله ""ولم يلبسوا إيمانهم بظلم"" هو:","«الشرك» هو الموضع الصحيح الذي استدلّ به المؤلّف في هذا الموطن.","شرح عام"
633384a1-5bf2-43af-b108-05584fb1c1a1,tawheed,📚 أسئلة تفصيلية,hard,mc,"سبب النهي عن سبّ الريح أنه:","«خلق مدبّر، فيرجع السبّ إلى خالقها ومدبّرها» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
9dff70af-2b41-4a94-bb12-bced97c79c13,tawheed,📚 أسئلة تفصيلية,hard,mc,"ما يُشرع قوله عند رؤية ما نكره من الريح:؟","«اللهم إنا نسألك خير هذه الريح وخير ما فيها» هو الموضع الصحيح الذي استدلّ به المؤلّف في هذا الموطن.","تصحيح علامة :؟ | شرح عام"
6442a927-fbac-4744-87e4-56385f432ac1,tawheed,📚 أسئلة تفصيلية,hard,mc,"معنى ""العبادة"" في اللغة هو:","«التذلل والخضوع» هو المعنى الصحيح المذكور في شرح الكتاب لهذه الكلمة/المصطلح.",""
12665606-bd43-4f2b-88f6-2a730ffb5564,tawheed,📚 أسئلة تفصيلية,hard,mc,"معنى ""حنيفاً"" في وصف إبراهيم عليه السلام:","«المقبل على الله المعرض عما سواه» هو المعنى الصحيح المذكور في شرح الكتاب لهذه الكلمة/المصطلح.",""
8e6d6d3d-8a7d-4f42-bc40-90cd1d9165d7,tawheed,📚 أسئلة تفصيلية,hard,mc,"معنى ""لا يتطيرون"":","«لا يتشاءمون بالطيور ونحوها» هو المعنى الصحيح المذكور في شرح الكتاب لهذه الكلمة/المصطلح.",""
9a318710-4653-4493-9d4c-6a3a54ddceaa,tawheed,📚 أسئلة تفصيلية,hard,mc,"معنى ""لا يسترقون"" في حديث السبعين ألفاً:","«لا يطلبون من يرقيهم استغناءً عن الناس» هو المعنى الصحيح المذكور في شرح الكتاب لهذه الكلمة/المصطلح.",""
dd12fb28-2682-48bd-bb75-f0e837d7224b,tawheed,📚 أسئلة تفصيلية,hard,mc,"معنى ""يلبسوا"" في قوله تعالى ""ولم يلبسوا إيمانهم بظلم"":","«يخلطوا» هو المعنى الصحيح المذكور في شرح الكتاب لهذه الكلمة/المصطلح.",""
654e7e3e-b5a0-4be7-9adc-8568f5b456a8,tawheed,📚 اتخاذ الأحبار والرهبان أرباباً,hard,mc,"""اتخذوا أحبارهم ورهبانهم أرباباً من دون الله"" فُسّر اتخاذهم أرباباً بأنهم:","«أطاعوهم في تحليل الحرام وتحريم الحلال» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
e29e8819-b1cd-4e78-817e-1127e98ef5b6,tawheed,📚 اتخاذ الأحبار والرهبان أرباباً,hard,mc,"""الأحبار"" هم علماء:","«اليهود» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
832307a1-d73a-4b64-a46c-fba387fcaa9f,tawheed,📚 اتخاذ الأحبار والرهبان أرباباً,easy,mc,"""الرهبان"" هم عُبّاد:","«النصارى» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
52a6cb8b-93bc-4039-8483-8fce828e057e,tawheed,📚 اتخاذ الأحبار والرهبان أرباباً,easy,mc,"التشريع (التحليل والتحريم) من خصائص:","«الرب» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
31d01083-05bc-4e25-8e66-97305355e95e,tawheed,📚 اتخاذ الأحبار والرهبان أرباباً,medium,mc,"من أطاع مخلوقاً في تحليل ما حرّم الله فقد اتخذه:؟","«رباً» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","تصحيح علامة :؟ | شرح عام"
fa137744-f39d-4492-beeb-5af9cf14205a,tawheed,📚 الإيمان والصبر على الأقدار,hard,mc,"""ليس منّا من ضرب الخدود وشقّ الجيوب ودعا بدعوى"":","«الجاهلية» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
1a068bcd-7d1d-47ab-9b13-5d6477da8892,tawheed,📚 الإيمان والصبر على الأقدار,hard,mc,"""ومن يؤمن بالله يهدِ"":","«قلبه» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
de746897-feac-4d53-a637-db751ad1b7bf,tawheed,📚 الإيمان والصبر على الأقدار,medium,mc,"الصبر على أقدار الله المؤلمة:","«من تمام الإيمان» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
f26ff221-483b-4771-945e-c1531d473434,tawheed,📚 الإيمان والصبر على الأقدار,easy,mc,"الطعن في النسب والنياحة على الميت من أمر:","«الجاهلية» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
8dd9a497-e703-41b0-8273-31620839e3c7,tawheed,📚 الاستسقاء بالأنواء,medium,mc,"""النوء"" في الأصل يُطلق على:","«منازل القمر/النجوم» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
92a8d4e6-cd55-424e-9a9f-17bdd31b861b,tawheed,📚 الاستسقاء بالأنواء,easy,mc,"الاستسقاء بالأنواء هو نسبة نزول المطر إلى:","«النجوم» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
fabf0772-732e-463b-92b2-d086fe371727,tawheed,📚 الاستسقاء بالأنواء,medium,mc,"في الحديث القدسي: ""أصبح من عبادي مؤمن بي و"":","«كافر» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
b1af67c1-99df-4da0-aae5-2b6c4a78cd05,tawheed,📚 الاستسقاء بالأنواء,easy,mc,"من قال ""مُطرنا بفضل الله ورحمته"" فهو:؟","«مؤمن بالله كافر بالكوكب» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","تصحيح علامة :؟ | شرح عام"
5694cbcb-e4ae-4674-896c-2656f9239202,tawheed,📚 الاستسقاء بالأنواء,hard,mc,"من قال ""مُطرنا بنوء كذا"" معتقداً أن النوء فاعل:؟","«كفر أكبر» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","تصحيح علامة :؟ | شرح عام"
a2c8e47d-a2f4-47f0-be94-239e2326c8e1,tawheed,📚 الاستهزاء بالدين,medium,mc,"""لا تعتذروا قد كفرتم بعد"":","«إيمانكم» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
7f2cefd0-9df7-4d35-9671-b7bc7c48071a,tawheed,📚 الاستهزاء بالدين,easy,mc,"اعتذر المنافقون بأنهم كانوا:","«يخوضون ويلعبون» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
a22ef60a-3ecb-45e2-a127-af2c81a6db99,tawheed,📚 الاستهزاء بالدين,medium,mc,"الاستهزاء بالله وآياته ورسوله:","«كفر» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
fb727364-6c70-455b-aa96-0e3c530543e6,tawheed,📚 الاستهزاء بالدين,hard,mc,"الذي ردّ على المنافق وقال ""كذبت ولكنك منافق"":","«عوف بن مالك» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
d1e635d0-58cb-4382-a1e6-8a19f19160ce,tawheed,📚 الاستهزاء بالدين,easy,mc,"قال المنافق: ما رأينا مثل قرّائنا أرغب بطوناً ولا أكذب:","«ألسناً» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
b8b6777f-0baa-4cf0-b2f9-48a62be0439b,tawheed,📚 الاستهزاء بالدين,hard,mc,"نزلت آية ""أبالله وآياته ورسوله كنتم تستهزئون"" في:","«غزوة تبوك» هو الموضع الصحيح الذي استدلّ به المؤلّف في هذا الموطن.","شرح عام"
7ca6cb74-a333-4a59-8a47-d044b6ea22c5,tawheed,📚 التطير (التشاؤم),medium,mc,"""لا عدوى ولا طيرة ولا هامة ولا"":","«صَفَر» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
6c9635e3-c30b-4584-8203-d1e19e92283e,tawheed,📚 التطير (التشاؤم),medium,mc,"إذا لم يؤثّر التشاؤم على عزم الإنسان ومضى فـ:","«فليس بطيرة مذمومة» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
4bab0c4c-4e6e-4433-bd54-d13de14727a0,tawheed,📚 التطير (التشاؤم),hard,mc,"الذي كان يعجب النبي ﷺ ويأذن به هو:","«الفأل» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
1b9a9d1f-a640-4fb3-a66a-c362cbe0c70b,tawheed,📚 التطير (التشاؤم),medium,mc,"الطيرة هي التشاؤم بـ:","«الطيور والأسماء والبقاع» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
078a75a8-4a74-46c0-b7eb-1fbadb6a5181,tawheed,📚 التطير (التشاؤم),easy,mc,"الفأل الذي أعجب النبي ﷺ هو:","«الكلمة الطيبة» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
ef095a67-a7b1-4f56-8c70-0330fb847eae,tawheed,📚 التطير (التشاؤم),hard,mc,"الهامة التي نفاها الحديث: تشاؤمهم بـ:","«البومة» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
8bbc9f98-83ba-45c9-bf48-000ae6bd9303,tawheed,📚 التطير (التشاؤم),hard,mc,"سوء الظن بالله هو عقيدة أهل:","«الجاهلية» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
00fb1757-a23c-46e3-a4dc-825537d500c3,tawheed,📚 الذبح لغير الله,hard,mc,"""لعن الله من ذبح لغير الله"" — رواه عن النبي ﷺ:","«علي بن أبي طالب» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
110a9b48-016f-425e-bc52-de89b5755947,tawheed,📚 الذبح لغير الله,hard,mc,"الأربع كلمات التي لُعن فيها: من ذبح لغير الله، ومن لعن والديه، ومن آوى محدثاً، ومن:","«غيّر منار الأرض» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
7bbf72dc-8805-4aa3-bfdd-2eb08cf26244,tawheed,📚 الذبح لغير الله,easy,mc,"في حديث الذباب: دخل النار رجل قرّب للصنم:","«ذباباً» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
d430321b-4e43-4a98-940c-3a532f545876,tawheed,📚 الذبح لغير الله,medium,mc,"والذي لم يقرّب شيئاً وقُتل في حديث الذباب:","«دخل الجنة» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
48ee7845-f5f6-4d90-9da0-6f890e9ca6dc,tawheed,📚 الذبح لغير الله واللعن,hard,mc,"""فصلِّ لربك وانحر"" دليل على أن النحر يكون:","«لله وحده» هو الموضع الصحيح الذي استدلّ به المؤلّف في هذا الموطن.","شرح عام"
97e17c50-57ec-4e24-ab9d-218957796694,tawheed,📚 الذبح لغير الله واللعن,easy,mc,"""لعن الله من آوى"":","«محدثاً» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
a121ca42-71f0-4276-a547-9e7522fca678,tawheed,📚 الذبح لغير الله واللعن,medium,mc,"""لعن الله من غيّر منار"":","«الأرض» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
3cf3c896-862d-4d67-adcf-45cb7953fb21,tawheed,📚 الشفاعة والوسيلة,hard,mc,"اتخاذ الشفعاء من دون الله من:","«الشرك» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
ee5c760f-b512-4b73-8d9f-f58867097916,tawheed,📚 الشفاعة والوسيلة,hard,mc,"الشفاعة لا تنفع إلا لمن:","«أذِن له الربّ» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
c6d5c2e9-e741-4c7a-903f-61107e63097e,tawheed,📚 الشفاعة والوسيلة,medium,mc,"لا يملك أحدٌ شفاعةً عند الله إلا بـ:","«إذنه» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
3bb4ad20-8e8e-4368-ad0f-c1edbad6d812,tawheed,📚 الكهان والعرافين,easy,mc,"""من أتى كاهناً فصدّقه بما يقول فقد كفر بما أُنزل على"":","«محمد ﷺ» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
e9dc8ba1-872d-4fe5-8cf4-5b519fd0658b,tawheed,📚 الكهان والعرافين,medium,mc,"كلما انتشر الجهل في الأمة ظهر الكهان، وكلما كثر العلم:","«قلّ الكهان» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
252ce3f2-3c0d-43a8-8ffa-50e044a42208,tawheed,📚 الكهان والعرافين,hard,mc,"كلما انتشر الجهل في الأمة:","«ظهر الكهّان» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
1886ee24-c0e2-4b80-b0e3-6f8776127fea,tawheed,📚 الكهان والعرافين,easy,mc,"من أتى كاهناً (دون تصديق) لم تُقبل له صلاة:؟","«أربعين يوماً» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","تصحيح علامة :؟ | شرح عام"
0b77a42e-8a0b-4d9a-9712-b84fb90d2ee9,tawheed,📚 النُّشرة,easy,mc,"ابن القيم قسّم النُّشرة إلى:","«نوعين» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
7edb0db0-2231-4a7d-9e66-324713e2b8d4,tawheed,📚 النُّشرة,hard,mc,"النوع الجائز من النُّشرة هو ما كان بـ:","«الرقية والأدعية المباحة» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
7ef4ed31-94f8-46f9-9e5f-09a7b902e4b2,tawheed,📚 الواهنة والحلقة,medium,mc,"""الواهنة"" مرض يأخذ في:","«العضد (الكتف)» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
a243b1c1-d9e1-46f6-a39e-c44acce9f8a7,tawheed,📚 الواهنة والحلقة,hard,mc,"الرجل الذي رأى النبيُّ ﷺ في يده حلقة من صُفر قال إنها من:","«الواهنة» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
bc3195b9-eb79-48dd-b8d5-7f09bf65bc3c,tawheed,📚 الواهنة والحلقة,easy,mc,"حذيفة لمّا رأى في يد رجل خيطاً من الحمى قطعه وتلا: ""وما يؤمن أكثرهم بالله إلا وهم"":","«مشركون» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
fb60de2f-fc44-4993-b203-9de82afc6249,tawheed,📚 الواهنة والحلقة,easy,mc,"قال له النبي ﷺ: ""انزعها فإنها لا تزيدك إلا"":","«وهناً» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
67b85d01-c002-4225-bef9-882e4abfd561,tawheed,📚 باب لا يُستشفع بالله على خلقه,easy,mc,"سبّ الدهر يقع في الغالب عند نزول:","«المصائب» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
ba197b8b-fbff-43d5-be90-f04ed5ec912e,tawheed,📚 باب لا يُستشفع بالله على خلقه,medium,mc,"من اعتقد أن الدهر فاعل مستقلّ مع الله فهو:؟","«مشرك» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","تصحيح علامة :؟ | شرح عام"
56eeda27-e68f-45c4-815f-06506c20eccd,tawheed,📚 تتمة سبّ الدهر,easy,mc,"الواجب عند المصائب: الإيمان بـ:","«القضاء والقدر» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
3b9dfaa1-71d8-43d4-9186-ac1b6a1d3774,tawheed,📚 تتمة سبّ الدهر,hard,mc,"سبّ الدهر يقع عند:","«نزول المصائب» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
57e3e5a5-e525-40dd-a05d-91eec9f3d418,tawheed,📚 تتمة سبّ الدهر,easy,mc,"في رواية ثانية: ""لا تسبّوا الدهر فإن الله"":","«هو الدهر» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
f6d3272b-18d7-4a62-9b25-d6e3eb67bb3c,tawheed,📚 تتمة سبّ الدهر,medium,mc,"معنى ""يؤذيني ابن آدم"" أنه يصف الله بـ:","«صفات النقص» هو المعنى الصحيح المذكور في شرح الكتاب لهذه الكلمة/المصطلح.",""
cfdd27aa-ea8f-4d5c-8399-15db5d17af9a,tawheed,📚 حديث الذُّباب (الدخول بسبب التقرب),medium,mc,"الذي أبى أن يُقرّب ولو ذُباباً فضربوا عنقه — مصيره:","«دخل الجنة» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
8d25d864-1e34-416c-8d28-78df561a8036,tawheed,📚 حديث الذُّباب (الدخول بسبب التقرب),easy,mc,"الذي قرّب ذُباباً للصنم — مصيره:","«دخل النار» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
2e703534-cc6b-4d6d-bb45-9a44701a3c65,tawheed,📚 حديث الذُّباب (الدخول بسبب التقرب),hard,mc,"القوم كان لهم صنم لا يجوزه أحد حتى:","«يُقرّب له شيئاً» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
683878a9-ad19-4e8f-bbc3-09fa94dc1906,tawheed,📚 حديث الذُّباب (الدخول بسبب التقرب),easy,mc,"في حديث طارق بن شهاب: دخل رجل النار في:","«ذُباب» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
6e2924ca-70c4-410e-9a92-ee2fc9d0358b,tawheed,📚 حديث الذُّباب (الدخول بسبب التقرب),medium,mc,"والآخر دخل الجنة في:","«ذُباب» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
c1684b76-ed06-4e79-b476-a5236217a3c6,tawheed,📚 حديث القلادة والوتر (أبو بشير),easy,mc,"أرسل النبي ﷺ رسولاً في بعض أسفاره ألّا يبقى في رقبة بعير قلادة من وتر إلا:","«قُطعت» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
6a8db774-0db4-4a79-bcab-2fc94bf61a4e,tawheed,📚 حديث القلادة والوتر (أبو بشير),medium,mc,"النهي عن القلائد في رقاب الإبل كان لأنهم يعتقدونها تدفع:","«العين» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
