id,book,level,question_text,source_quote_current,book_page_NEW,source_quote_NEW,notes
7f38a87e-90c6-4579-afd4-534df7a32926,tawheed,hard,"""لتركبُنّ سنن من كان قبلكم"" يحذّر من:",الإجابة الصحيحة: التشبه بالأمم السابقة,,,
803d9a7b-5fdc-4055-b8a4-de57064ed726,tawheed,hard,"""زائرات القبور"" لُعنّ — والمقصود من:",الإجابة الصحيحة: النساء,,,
82d5d522-c6c8-4203-81ec-598bf85cfe55,tawheed,hard,من علّق التمائم اعتقاداً أنها تدفع الضرّ بذاتها فهو:,الإجابة الصحيحة: شرك أكبر,,,
83f5092b-7e8e-43b8-a99e-ee497a4cc30a,tawheed,hard,"""من اقتبس شُعبة من النجوم فقد اقتبس شعبة من"":",الإجابة الصحيحة: السحر,,,
854cd1e3-5dd5-4483-9bd6-00b3778f0c97,tawheed,hard,أول ما أمر معاذٌ أن يدعو إليه أهل اليمن:,الإجابة الصحيحة: شهادة أن لا إله إلا الله,,,
862a0cbc-eeff-47fd-aaff-d32a7aeccd59,tawheed,hard,غيّر النبيُّ ﷺ اسم الرجل المكنّى بأبي الحَكَم لأن الحُكم:,الإجابة الصحيحة: إلى الله,,,
8708a0b5-8775-4f79-b8da-345c98005d8e,tawheed,hard,التنجيم: الاستدلال بالأحوال الفلكية على الحوادث الأرضية، وتعلّمه نوع من:,الإجابة الصحيحة: السحر,,,
89d6d9e6-669c-4ffa-901a-b973c1e4c947,tawheed,hard,"معنى ""تحقيق التوحيد"":",«تصفيته من الشرك والبدع والمعاصي» هو المعنى الصحيح المذكور في شرح الكتاب لهذه الكلمة/المصطلح.,,,
89fcf4ea-44b1-4d00-ba3f-0bf15a37c855,tawheed,hard,"""لا إله إلا الله"" أعظم كلمة لأنها:",الإجابة الصحيحة: كلمة التوحيد,,,
8bbc9f98-83ba-45c9-bf48-000ae6bd9303,tawheed,hard,سوء الظن بالله هو عقيدة أهل:,الإجابة الصحيحة: الجاهلية,,,
8e6d6d3d-8a7d-4f42-bc40-90cd1d9165d7,tawheed,hard,"معنى ""لا يتطيرون"":",«لا يتشاءمون بالطيور ونحوها» هو المعنى الصحيح المذكور في شرح الكتاب لهذه الكلمة/المصطلح.,,,
8f0b87fc-a2fc-4a90-9dbd-7b333fc1f919,tawheed,hard,ما معنى الإلحاد في أسماء الله؟,الإلحاد في أسماء الله: الميل بها عن الحق.,,,
8f6895fa-fbc1-4793-b647-f20999d7a041,tawheed,hard,"العطف بـ""الواو"" يقتضي:",الإجابة الصحيحة: الجمع والمساواة,,,
9514ff1c-8ab0-4e74-bb74-cd92d15ff321,tawheed,hard,القصة تدل على عظم خطر:,الإجابة الصحيحة: الشرك ولو بشيء يسير,,,
9550463c-0568-4a02-aff3-fb26608c812e,tawheed,hard,"المراد بـ ""الطاغوت"" المشتق من الطغيان هو:",الإجابة الصحيحة: مجاوزة الحد، وكل ما عُبد من دون الله وهو راضٍ,,,
997c9f56-378d-4c22-84f4-34e4f2476ca8,tawheed,hard,النوع الجائز من النشرة يكون بـ:,الإجابة الصحيحة: الرقية والتعوذات والأدعية المباحة,,,
9a318710-4653-4493-9d4c-6a3a54ddceaa,tawheed,hard,"معنى ""لا يسترقون"" في حديث السبعين ألفاً:",«لا يطلبون من يرقيهم استغناءً عن الناس» هو المعنى الصحيح المذكور في شرح الكتاب لهذه الكلمة/المصطلح.,,,
9d0fc66c-0113-4603-9da1-241e64b9ca61,tawheed,hard,"قوله ﷺ ""من تعلّق تميمة فقد"":",الإجابة الصحيحة: أشرك,,,
9d822364-4a9c-49db-8e14-bbc4e61ee2d4,tawheed,hard,"ومنها: ""لعن الله من لعن"":",الإجابة الصحيحة: والديه,,,
9dff70af-2b41-4a94-bb12-bced97c79c13,tawheed,hard,ما يُشرع قوله عند رؤية ما نكره من الريح:,الإجابة الصحيحة: اللهم إنا نسألك خير هذه الريح وخير ما فيها,,,
9e199481-fd0b-4422-8eed-ab021d9a622b,tawheed,hard,من أطاع مخلوقاً في تغيير أحكام الله مع علمه بمخالفته فقد وقع في:,الإجابة الصحيحة: الشرك الأكبر,,,
a0843318-ca13-4eb8-8738-14b57dcb6919,tawheed,hard,ما صفات المرائين كما ورد في القرآن؟,وصف الله المنافقين بأنهم يراؤون الناس في صلاتهم وعبادتهم.,,,
a0b81b41-af88-44e9-8959-e55532d54fa5,tawheed,hard,ابن القيم جعل النشرة نوعين: حلّ السحر بسحر مثله، وحلّ بالرقية والأدعية المباحة؛ فالأول:,الإجابة الصحيحة: من عمل الشيطان,,,
a243b1c1-d9e1-46f6-a39e-c44acce9f8a7,tawheed,hard,الرجل الذي رأى النبيُّ ﷺ في يده حلقة من صُفر قال إنها من:,الإجابة الصحيحة: الواهنة,,,
a4a25e9a-3c4f-4533-8680-0c6c87f411f2,tawheed,hard,الإيمان بالقدر واجب.,وتؤمن بالقدر خيره وشره.,,,
a4fa7933-c303-4a6e-8421-dcf038169af8,tawheed,hard,"""اللهم لا تجعل قبري وثناً يُعبد، اشتدّ غضب الله على قوم اتخذوا قبور أنبيائهم"":",الإجابة الصحيحة: مساجد,,,
a515bbb9-25ce-4c99-a85b-8b87b62b6b24,tawheed,hard,من حلف بالله فليصدق، ومن حُلف له بالله:,الإجابة الصحيحة: فليرضَ,,,
a53737b1-3a95-4bf9-acf7-12013d319761,tawheed,hard,حل السحر بالرقية الشرعية جائز.,أما حله بسحر مثله فحرام.,,,
a5568f3d-1101-47a7-8b0d-641127f5e1b3,tawheed,hard,"الصحابي الذي قال له النبي ﷺ ""أنت منهم"" في حديث السبعين ألفاً هو:",الإجابة الصحيحة: عكاشة بن محصن,,,
a597917b-1577-46b3-a3b8-a255bf83a76b,tawheed,hard,"""لا تجعلوا بيوتكم قبوراً"" أي لا تخلوها من:",الإجابة الصحيحة: الصلاة وذكر الله,,,
a5ba6572-873d-48a0-ab79-55f82a1f27c1,tawheed,hard,"""لعن الله اليهود والنصارى اتخذوا قبور أنبيائهم"":",الإجابة الصحيحة: مساجد,,,
a68b37ad-9d30-460c-95f2-c29653e18f38,tawheed,hard,"""حنيفاً"" معناها المُقبل على الله المُعرض عمّا:",الإجابة الصحيحة: سواه,,,
a7094b34-e5d0-4217-af43-506fe49c1464,tawheed,hard,إبراهيم عليه السلام دعا ربه أن يجنّبه وبنيه:,الإجابة الصحيحة: عبادة الأصنام,,,
a7a27a0e-0ffd-460f-a65d-ff2d711d35b3,tawheed,hard,في حديث معاذ إلى اليمن: أول ما يُدعون إليه شهادة أن لا إله إلا الله، فإن أطاعوا فأعلمهم أن الله فرض عليهم خمس صلوات في:,الإجابة الصحيحة: كل يوم وليلة,,,
a8f23c47-fc66-475b-932a-466229070465,tawheed,hard,ما حكم تصديق المنجمين والعرافين؟,من صدق كاهناً أو منجماً بما يخبر به من الغيب فقد كفر.,,,
aa0c03c7-0e4a-4832-bdf1-9b1b36877765,tawheed,hard,من لم يشرك بالله ومات على ذلك فهو:,الإجابة الصحيحة: من أهل الجنة,,,
aaa355d9-0fe7-43f7-a21e-1f812b517162,tawheed,hard,"""وما يعلّمان من أحد حتى يقولا إنما نحن"":",الإجابة الصحيحة: فتنة فلا تكفر,,,
ab58020f-2dd4-4503-8ee4-8eaaf17ae184,tawheed,hard,لعن النبيُّ ﷺ اليهود والنصارى لأنهم اتخذوا قبور أنبيائهم:,الإجابة الصحيحة: مساجد,,,
ad0cda9e-2707-4344-a8b3-650d84dd63ff,tawheed,hard,"العطف بالواو في ""ما شاء الله وشئت"" يقتضي:",الإجابة الصحيحة: التسوية والتشريك,,,
b014a3f8-58cf-4ebe-9146-4c7a2ff13293,tawheed,hard,"""لا تتخذوا قبري عيداً"" نهيٌ عن:",الإجابة الصحيحة: تكرار قصده للعبادة,,,
b1d48eda-4c32-457b-8036-44e42b538b13,tawheed,hard,من جعل الحلف بالله بضاعةً في تجارته فقد:,الإجابة الصحيحة: استهان باسم الله,,,
b6c16560-bb78-4da3-acd3-ff7913c0f63c,tawheed,hard,الشفاعة لا تكون إلا لأهل التوحيد.,وأخبر النبي ﷺ أنها لا تكون إلا لأهل الإخلاص.,,,
b8b6777f-0baa-4cf0-b2f9-48a62be0439b,tawheed,hard,"نزلت آية ""أبالله وآياته ورسوله كنتم تستهزئون"" في:",الإجابة الصحيحة: غزوة تبوك,,,
b8b6da61-ae48-4090-bb82-c14b7c4f8b8c,tawheed,hard,نفى الله عن المشركين كل ما تعلّقوا به سواه: المُلك، والشركة فيه، والعون، فلم يبقَ إلا:,الإجابة الصحيحة: الشفاعة بإذنه,,,
baad151d-a38b-4211-83d2-70f10c94a1a4,tawheed,hard,الرجل الذي أبى أن يقرّب للصنم شيئاً:,الإجابة الصحيحة: دخل الجنة,,,
bc5947f4-55ea-44d4-8ede-cfeea049703d,tawheed,hard,النشرة لغةً: حلّ السحر عن:,الإجابة الصحيحة: المسحور,,,
c36da190-d705-4caa-8439-74422699ef13,tawheed,hard,كثرة الحلف في البيع والشراء:,الإجابة الصحيحة: تمحق البركة,,,
c4d7c153-b803-4854-a14a-3c0c330a20fb,tawheed,hard,من حلف بالله وهو كاذب فقد:,الإجابة الصحيحة: استهان بعظمة الله,,,
c5662191-8d39-41d8-877f-d13c4f5a8b9f,tawheed,hard,التولة شيء يُصنع يُزعم أنه يحبّب:,الإجابة الصحيحة: المرأة إلى زوجها,,,
c6373945-633a-4d33-ab27-abf0fbc212de,tawheed,hard,النذر لغير الله من:,الإجابة الصحيحة: الشرك,,,
c73c582b-6fda-42ef-834b-ce548606100c,tawheed,hard,"""الرقى والتمائم والتولة"" حكمها في الحديث:",الحكم الصحيح هو «شرك»، كما قرّره النصّ الشرعيّ في الباب.,,,
c7f49e10-f1b3-4e90-83b0-7e609c62df8c,tawheed,hard,ما معنى قول النبي ﷺ: لا تقوم الساعة حتى تعبد قبائل من أمتي الأوثان؟,الحديث فيه إخبار بوقوع الشرك في بعض هذه الأمة.,,,
c95dc2bd-57df-47dd-b66e-f1115ca597ea,tawheed,hard,الاستغاثة بالأموات فيما لا يقدر عليه إلا الله:,الإجابة الصحيحة: شرك أكبر,,,
c9fc1f52-7dde-40ec-a336-ee5cdc5c540b,tawheed,hard,"""من تعلّق شيئاً وُكِل إليه"" — معناه أن من اعتمد على غير الله:",الإجابة الصحيحة: عامله الله بنقيض قصده,,,
cab8d777-a5ef-4376-a28f-a2eb43fdea02,tawheed,hard,ما حكم قول: لولا الله وفلان؟,الواو تقتضي التشريك.,,,
cc3b746d-ccd0-4208-9ad4-60bfdc53f060,tawheed,hard,الذبح لغير الله من الشرك لأنه:,الإجابة الصحيحة: عبادة صُرفت لغير الله,,,
ccba6bd4-edcc-4487-817d-b7bf46418c07,tawheed,hard,"""ومن لم يرضَ"" بالحلف بالله ""فليس من"":",الإجابة الصحيحة: الله,,,
ccdd5a64-f4df-4b56-8bf0-6a49ea5ce7c7,tawheed,hard,"في حديث عدي بن حاتم، اعترض عدي بقوله: ""إنا لسنا"":",الإجابة الصحيحة: نعبدهم,,,
ce49ac10-1df5-4fc2-99ad-422252aebe81,tawheed,hard,"في رواية: ""من علّق تميمة فقد"":",الإجابة الصحيحة: أشرك,,,
cf9d9880-aa01-496c-9b11-28ea8dccbb08,tawheed,hard,اللات والعزّى ومناة الثالثة ذُكرت في سورة:,الإجابة الصحيحة: النجم,,,
d0010fcf-8807-44b4-863c-089d08f6509a,tawheed,hard,من لم يرضَ بالحلف بالله فـ:,الإجابة الصحيحة: ليس من الله,,,
d076c660-3838-414b-a357-8820fed0cfce,tawheed,hard,تعظيم القبور والعكوف عندها يؤدي إلى:,الإجابة الصحيحة: عبادة أصحابها,,,
d35a21fe-c724-4e4d-bff1-99ef92c462ee,tawheed,hard,"""الأصنام"" جمع صنم، وهو:",الإجابة الصحيحة: ما كان منحوتاً على صورة بشر أو حيوان,,,
d94cc110-7562-4abd-a741-7fbe304f9d20,tawheed,hard,يُستفاد من الحديث أن الشرك ولو بشيء يسير:,الإجابة الصحيحة: يُدخل النار,,,
dbb58225-d939-42db-9a4e-938d8aa916b3,tawheed,hard,الحلقة والخيط لدفع البلاء إذا اعتُقد أنه سبب فقط فهو:,الإجابة الصحيحة: شرك أصغر,,,
dd12fb28-2682-48bd-bb75-f0e837d7224b,tawheed,hard,"معنى ""يلبسوا"" في قوله تعالى ""ولم يلبسوا إيمانهم بظلم"":",«يخلطوا» هو المعنى الصحيح المذكور في شرح الكتاب لهذه الكلمة/المصطلح.,,,
df4d0a39-f3c9-4c77-bc68-451ef0d0835e,tawheed,hard,الدعوة إلى الله تكون على:,الإجابة الصحيحة: بصيرة,,,
e29e8819-b1cd-4e78-817e-1127e98ef5b6,tawheed,hard,"""الأحبار"" هم علماء:",الإجابة الصحيحة: اليهود,,,
e9698e2d-0e42-43d5-a76d-c600eed25939,tawheed,hard,حذّر النبيُّ معاذاً من أخذ:,الإجابة الصحيحة: كرائم أموال الناس,,,
ee5c760f-b512-4b73-8d9f-f58867097916,tawheed,hard,الشفاعة لا تنفع إلا لمن:,الإجابة الصحيحة: أذِن له الربّ,,,
ee68f5c9-03bb-4caf-9383-d47e0637a1db,tawheed,hard,"""دخل النار رجلٌ في ذُباب"" لأنه:",الإجابة الصحيحة: قرّب للصنم قرباناً,,,
ef095a67-a7b1-4f56-8c70-0330fb847eae,tawheed,hard,الهامة التي نفاها الحديث: تشاؤمهم بـ:,الإجابة الصحيحة: البومة,,,
ef6f835b-83e6-4ae1-8da4-fa611367ca6e,tawheed,hard,يُستفاد من ترتيب التوحيد ثم الصلاة ثم الزكاة:,الإجابة الصحيحة: البدء بالأهمّ فالأهمّ,,,
ef93a253-ab45-4f46-8bf3-1f2209473f81,tawheed,hard,إبراهيم النخعي روي عنه كراهة التمائم كلها من القرآن و:,الإجابة الصحيحة: غير القرآن,,,
ef99b679-d9b8-4baf-bf02-f9dd3f53b620,tawheed,hard,"""لا تحلفوا بآبائكم، من حلف بالله"":",الإجابة الصحيحة: فليصدق,,,
f030d068-057c-4878-902f-5095e9c1f057,tawheed,hard,من أتى عرّافاً فسأله عن شيء لم تُقبل له صلاة:,الإجابة الصحيحة: أربعين ليلة,,,
f12d9517-49b3-43e9-a327-e3f536fce0cb,tawheed,hard,"""اللات"" كان رجلاً يلتّ السويق للحجاج ثم عُكف على:",الإجابة الصحيحة: قبره,,,
f49dd9b4-803d-42b4-bb09-6ab2b0ce2b84,tawheed,hard,من صدّق الكاهن بما يقول فقد كفر بما أُنزل على:,الإجابة الصحيحة: محمد ﷺ,,,
f75c251d-b05f-4d68-9969-1c7f33a838a7,tawheed,hard,"الحلف بغير الله شركٌ، قال ﷺ: ""لا تحلفوا"":",الإجابة الصحيحة: بآبائكم,,,
fa137744-f39d-4492-beeb-5af9cf14205a,tawheed,hard,"""ليس منّا من ضرب الخدود وشقّ الجيوب ودعا بدعوى"":",الإجابة الصحيحة: الجاهلية,,,
fa8d48e1-4397-49a7-8752-3a1ae6d51f08,tawheed,hard,"""الطِّيَرة شرك"" قالها النبي ﷺ ثلاثاً، وما منا إلا، ولكن الله يذهبه بـ:",الإجابة الصحيحة: التوكل,,,
fb727364-6c70-455b-aa96-0e3c530543e6,tawheed,hard,"الذي ردّ على المنافق وقال ""كذبت ولكنك منافق"":",الإجابة الصحيحة: عوف بن مالك,,,
fbfb9bfc-051e-4609-aabc-42d625497283,tawheed,hard,الغلو في قبور الصالحين وسيلةٌ إلى:,الإجابة الصحيحة: عبادتها من دون الله,,,
ff1a8f06-8411-4a37-9a76-fb7919b2e94c,tawheed,hard,علم منازل القمر للاهتداء بالطرق والأوقات:,الإجابة الصحيحة: رخّص فيه أحمد وإسحاق,,,
ff4562f9-8b75-4033-82bd-06f3fb17f3fa,tawheed,hard,"سُئل النبي ﷺ عن النُّشرة فقال: ""هي من عمل"":",الإجابة الصحيحة: الشيطان,,,
01a9767c-2ef1-42ab-a79e-355014cf20af,tawheed,medium,"""إن الرقى والتمائم والتولة شرك"" — هذا الحديث رواه:",الإجابة الصحيحة: ابن مسعود,,,
0547afb4-1af0-47a1-a106-bedcb9c94e34,tawheed,medium,الرجل الذي دخل الجنة هو الذي:,الإجابة الصحيحة: أبى أن يقرّب شيئاً,,,
05f6330f-6bc6-4525-a063-0297c0e31b67,tawheed,medium,نفى الله عن المشركين كل ما يتعلقون به سوى الله من ملكٍ أو:,الإجابة الصحيحة: نصيب من الملك,,,
0b79cc37-e91a-43e2-b864-f3435b7b633b,tawheed,medium,ما العلامة التي تدل على أن محبة الله فوق كل شيء؟,علامة صدق محبة الله: أن يكون الله ورسوله أحب إليه مما سواهما.,,,
0ee3eee4-240a-429a-a40b-c667a81a81a6,tawheed,medium,التبرك الممنوع هو طلب البركة من الأشجار والأحجار مع اعتقاد أنها:,الإجابة الصحيحة: تنفع وتضر بذاتها,,,
12da482a-40d3-42ed-88e9-bba88f44f521,tawheed,medium,"""من اقتبس شُعبة من النجوم اقتبس شعبة من"":",الإجابة الصحيحة: السحر,,,
13ddbba4-7069-4629-bee5-3ab9e9923381,tawheed,medium,ما أول ما أمر الله به من الواجبات؟,الإجابة الصحيحة: التوحيد,,,
1846362e-ef04-4578-890d-f9cc27113266,tawheed,medium,ما الفروق الثلاثة بين الشرك الأكبر والأصغر؟,الشرك الأكبر: يحبط كل العمل، يخلد في النار، يخرج من الإسلام.,,,
1b1e9bd8-f143-4541-9a08-c885029dde77,tawheed,medium,من تأوّل في النجوم غير ما خُلقت له فقد:,الإجابة الصحيحة: أخطأ وأضاع نصيبه,,,
1b9a9d1f-a640-4fb3-a66a-c362cbe0c70b,tawheed,medium,الطيرة هي التشاؤم بـ:,الإجابة الصحيحة: الطيور والأسماء والبقاع,,,
1eb7362b-6c49-4540-b3df-eaadbdf168d7,tawheed,medium,إبراهيم عليه السلام كان إماماً للموحّدين، ودعا ربه أن يجنّبه وبنيه:,الإجابة الصحيحة: عبادة الأصنام,,,
24b979bd-760c-41d7-ac3e-33412c2bb0b8,tawheed,medium,الكهانة شرك لأنها تتضمن دعوى مشاركة الله في علم:,الإجابة الصحيحة: الغيب,,,
2556dfe6-ba39-4492-84b3-e2f47a8c7162,tawheed,medium,الخوف من الله عبادة فلا يجوز صرفه لغيره.,الخوف التعبدي لا يصرف إلا لله.,,,
28340c7a-8ced-48bb-bccd-b8c62fb2144e,tawheed,medium,"""لا يسترقون"" معناها:",الإجابة الصحيحة: لا يطلبون من يرقيهم,,,
288554fc-7b6d-4532-b1a7-018cb647e5e2,tawheed,medium,ما الفرق بين الرياء والسمعة؟,الرياء: إظهار العبادة ليُرى، والسمعة: التحدث بها ليُسمع.,,,
2dde27a6-9bcf-4813-bdcd-7f7ab454c272,tawheed,medium,التشاؤم بالأيام والأرقام من التطير.,,,,
2e022c6c-53d1-4f7e-95d8-18cb13747147,tawheed,medium,النذر للقبور والأضرحة شرك أكبر.,لأنه صرف عبادة لغير الله.,,,
2ef865ff-631d-4bce-bf3e-6ccb0a2637a1,tawheed,medium,ما معنى التوحيد الذي يُنجي صاحبه من النار؟,التوحيد المنجي يشترط: معرفة معناها، والإيمان بها، والعمل بمقتضاها.,,,
30e67e81-85f8-44e0-abee-f4c482fa9a03,tawheed,medium,ما حكم تصوير ذوات الأرواح؟,أشد الناس عذاباً يوم القيامة المصورون.,,,
31d01083-05bc-4e25-8e66-97305355e95e,tawheed,medium,من أطاع مخلوقاً في تحليل ما حرّم الله فقد اتخذه:,الإجابة الصحيحة: رباً,,,
33d28514-3cde-4ca8-b0eb-b80712dcdcd1,tawheed,medium,الرقية التي رخّص فيها النبي ﷺ هي ما خلا من:,الإجابة الصحيحة: الشرك,,,
39a35c94-3034-43c9-bcc0-3032b1b01381,tawheed,medium,ما الركنان الأساسيان في التوحيد المستفادان من كلمة التوحيد؟,قال تعالى: (فمن يكفر بالطاغوت ويؤمن بالله فقد استمسك بالعروة الوثقى).,,,
3c25460f-3ac5-43d1-9aec-fc24349f558d,tawheed,medium,ما معنى قوله ﷺ: احرص على ما ينفعك واستعن بالله ولا تعجز؟,الحديث يأمر بالحرص على الخير وفعل الأسباب مع الاستعانة بالله.,,,
3c319970-f000-4353-b0de-d0e25c6c77ee,tawheed,medium,يجوز التبرك بزيارة قبور الصالحين ودعائهم.,دعاء الأموات شرك أكبر.,,,
3cdbeda2-04b0-4613-8b63-361a74933d3c,tawheed,medium,"حدّث عليّ ﷺ بأربع كلمات، أولها: ""لعن الله من ذبح"":",الإجابة الصحيحة: لغير الله,,,
3cedf36e-e899-4336-be8f-e6f4a279cdaa,tawheed,medium,كيف توسل أصحاب الغار بصالح أعمالهم؟,توسلوا إلى الله بأعمالهم الصالحة كبر الوالدين والعفاف.,,,
42e93943-2605-4da9-80a5-b627eaf71cbe,tawheed,medium,ما الفرق بين توحيد الربوبية وتوحيد الألوهية؟,الربوبية: الخلق والتدبير، والألوهية: العبادة.,,,
4454e703-9649-4ddb-a92d-c2f04473a23e,tawheed,medium,الاستغاثة معناها:,الإجابة الصحيحة: طلب الغوث وكشف الشدة,,,
470ab1f1-7138-41d9-9bea-539f78397d5c,tawheed,medium,طلب الصحابة شجرة ذات أنواط كان من باب التبرك المشروع.,بل أنكر عليهم النبي ﷺ لأنه شرك.,,,
4bf4fd9c-e6d5-4550-b476-2f86353dd123,tawheed,medium,الحاكم بغير ما أنزل الله قد يكون طاغوتاً.,إذا حكم بغير ما أنزل الله مستحلاً لذلك فهو طاغوت.,,,
51689934-7271-4dfa-9233-d03b5157f605,tawheed,medium,"اسم ""الحَكَم"" من أسماء الله، ومعناه الحاكم الذي:",الإجابة الصحيحة: لا يُرَدّ حكمه,,,
5a6f9b20-ef56-4694-bb7f-ae039cd5a7bc,tawheed,medium,النُّشرة المحرّمة عند ابن القيم هي حلّ السحر بـ:,الإجابة الصحيحة: سحر مثله,,,
5d63fb7b-d138-4778-86f3-7c3442e87891,tawheed,medium,الأمن التام والاهتداء يحصل لمن:,الإجابة الصحيحة: حقّق التوحيد,,,
5e0df875-e917-44a4-b798-2cd8a0b72fe2,tawheed,medium,ما الفرق بين النذر لله والنذر لغير الله؟,النذر لله عبادة، ولغير الله شرك.,,,
5e3dd3b2-d8b5-4e8c-aadc-f1e9ccedea26,tawheed,medium,من علّق وَتَراً (وتر القوس) في رقبة بعير أمر النبي ﷺ بـ:,الإجابة الصحيحة: قطعه,,,
5f8f87a9-f157-4658-8adf-db683c7920b0,tawheed,medium,اتخاذ الأحبار والرهبان أرباباً معناه طاعتهم في:,الإجابة الصحيحة: التحليل والتحريم,,,
6a8db774-0db4-4a79-bcab-2fc94bf61a4e,tawheed,medium,النهي عن القلائد في رقاب الإبل كان لأنهم يعتقدونها تدفع:,الإجابة الصحيحة: العين,,,
6c9635e3-c30b-4584-8203-d1e19e92283e,tawheed,medium,إذا لم يؤثّر التشاؤم على عزم الإنسان ومضى فـ:,الإجابة الصحيحة: فليس بطيرة مذمومة,,,
6cbd581e-6a2f-44d9-9e8f-451dc7922513,tawheed,medium,التمائم التي رخّص فيها بعض السلف هي المُعلّق من:,الإجابة الصحيحة: القرآن,,,
6e2924ca-70c4-410e-9a92-ee2fc9d0358b,tawheed,medium,والآخر دخل الجنة في:,الإجابة الصحيحة: ذُباب,,,
6e55abe0-45c5-4cb2-a74a-6f97e74dbd6f,tawheed,medium,لماذا اعتُبر التطير شركاً؟,التطير شرك لأنه اعتقاد أن ما يُتشاءم به يجلب الضر.,,,
7559b2f1-0aac-4619-8642-7c17ead6ed45,tawheed,medium,الشرك الذي يُحبط جميع الأعمال ويخلّد صاحبه في النار هو:,الإجابة الصحيحة: الشرك الأكبر,,,
7b215406-6b92-4e5b-a4c7-d209ee5ca70e,tawheed,medium,"""ومن حُلف له بالله"" — فعليه أن:",الإجابة الصحيحة: يرضى,,,
7b88d575-87a2-4075-91d9-a8abf32bd235,tawheed,medium,الملائكة تصيبهم عند سماع كلام الله:,الإجابة الصحيحة: غشية وخوف,,,
7ca6cb74-a333-4a59-8a47-d044b6ea22c5,tawheed,medium,"""لا عدوى ولا طيرة ولا هامة ولا"":",الإجابة الصحيحة: صَفَر,,,
7ce4f02d-5578-4774-9000-c08a6ca03073,tawheed,medium,"ومنها: ""لعن الله من غيّر"":",الإجابة الصحيحة: منار الأرض,,,
7dcddf2f-9a9d-4812-94fd-6736035dd65e,tawheed,medium,"""قانتاً"" معناها دوام:",الإجابة الصحيحة: الطاعة,,,
7ef4ed31-94f8-46f9-9e5f-09a7b902e4b2,tawheed,medium,"""الواهنة"" مرض يأخذ في:",الإجابة الصحيحة: العضد (الكتف),,,
80bc1390-88d3-4749-b6f5-8ec7faf53c88,tawheed,medium,لماذا سُمي الشرك ظلماً في القرآن؟,الشرك ظلم عظيم لأنه يتضمن التسوية بين الخالق والمخلوق.,,,
819843ba-85de-4777-b093-0e222ef2fde2,tawheed,medium,الحلف بغير الله — حكمه:,الحكم الصحيح هو «لا يجوز مطلقاً»، كما قرّره النصّ الشرعيّ في الباب.,,,
87c0642e-bfe5-4aa1-8843-14455b9f2230,tawheed,medium,لبس الحلقة أو الخيط لدفع البلاء شرك إذا اعتقد أنها تدفع بنفسها.,من تعلق شيئاً وكل إليه.,,,
8a19316f-2937-4ed3-93d7-b9378fcc730a,tawheed,medium,"""واتّق دعوة المظلوم فإنه ليس بينها وبين الله"":",الإجابة الصحيحة: حجاب,,,
8ba2d1f5-e3da-4101-95a5-30521ced0fa5,tawheed,medium,الذين يدخلون الجنة بغير حساب عددهم:,الإجابة الصحيحة: سبعون ألفاً,,,
8cb75807-d5e2-4536-ad27-67b5608344cd,tawheed,medium,في الباب ردٌّ على المشركين الذين يعبدون:,الإجابة الصحيحة: الملائكة والأنبياء والصالحين,,,
8dd9a497-e703-41b0-8273-31620839e3c7,tawheed,medium,"""النوء"" في الأصل يُطلق على:",الإجابة الصحيحة: منازل القمر/النجوم,,,
93710d33-5a37-4812-9ff4-5b4b44916ad5,tawheed,medium,لماذا اعتُبر التبرك بالأحجار والأشجار شركاً؟,التبرك بغير ما ورد به الشرع يعتبر شركاً إذا اعتقد أن ذلك الشيء يبارك بذاته.,,,
93d8020b-061b-4abe-a54b-5f4eee4de041,tawheed,medium,"قول ""ما شاء الله ثم شئت"" — حكمه:",الحكم الصحيح هو «جائز»، كما قرّره النصّ الشرعيّ في الباب.,,,
945f8d29-b14d-4eee-bf99-c3fb8f9b5ffd,tawheed,medium,الرُّقية الجائزة هي الخالية من الشرك، وما خصّها الدليل منها رقية:,الإجابة الصحيحة: العين والحُمَة,,,
95aa3249-3986-447e-9686-cead1d5540a6,tawheed,medium,الرقية بالقرآن والأدعية الصحيحة جائزة.,الرقية الشرعية مستحبة.,,,
98bb8c47-a9c9-474b-a250-a2818b4da387,tawheed,medium,"""من علّق تميمة فقد أشرك"" — هذا الشرك:",الإجابة الصحيحة: أصغر أو أكبر بحسب الاعتقاد,,,
9980f48a-b3d0-4514-981c-6f7247604a7d,tawheed,medium,ما الفرق بين الأمن الكامل والهداية الكاملة في فضل التوحيد؟,قال تعالى: (الذين آمنوا ولم يلبسوا إيمانهم بظلم أولئك لهم الأمن وهم مهتدون).,,,
a121ca42-71f0-4276-a547-9e7522fca678,tawheed,medium,"""لعن الله من غيّر منار"":",الإجابة الصحيحة: الأرض,,,
a22ef60a-3ecb-45e2-a127-af2c81a6db99,tawheed,medium,الاستهزاء بالله وآياته ورسوله:,الإجابة الصحيحة: كفر,,,
a2c8e47d-a2f4-47f0-be94-239e2326c8e1,tawheed,medium,"""لا تعتذروا قد كفرتم بعد"":",الإجابة الصحيحة: إيمانكم,,,
a37c64c3-c58e-4638-9e39-7ba1c5696441,tawheed,medium,الشرك سمّي ظلماً لأنه:,الإجابة الصحيحة: وضع للعبادة في غير موضعها,,,
